l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2113,12273,536,1,40,47410.80,0.04,0.06,N,O,1998-01-16,1997-12-11,1998-02-06,TAKE BACK RETURN         ,TRUCK     ,bout the quickly ironic t
2113,11122,906,2,24,24794.88,0.03,0.02,N,O,1998-02-19,1998-01-08,1998-03-16,COLLECT COD              ,MAIL      ,kly regular accounts hinder about the
2114,16748,749,1,50,83237.00,0.05,0.05,A,F,1995-02-05,1995-03-18,1995-02-13,COLLECT COD              ,RAIL      ,pecial pinto bean
2114,18508,45,2,26,37089.00,0.02,0.02,A,F,1995-04-30,1995-04-16,1995-05-28,NONE                     ,SHIP      ,ar asymptotes sleep 
2114,16176,443,3,25,27304.25,0.07,0.01,A,F,1995-02-15,1995-03-13,1995-02-22,COLLECT COD              ,AIR       ,"unts. regular, express accounts wake. b"
2115,19518,788,1,27,38812.77,0.06,0.03,N,O,1998-09-01,1998-07-29,1998-09-04,NONE                     ,AIR       ,de of the carefully bold accounts 
2115,18303,108,2,43,52515.90,0.06,0.02,N,O,1998-07-14,1998-07-25,1998-07-24,COLLECT COD              ,FOB       , carefully pending requests alongs
2115,5086,852,3,3,2973.24,0.03,0.04,N,O,1998-07-23,1998-07-30,1998-08-14,DELIVER IN PERSON        ,FOB       ,quickly ironic dolphin
2115,4813,814,4,47,80737.07,0.06,0.07,N,O,1998-08-29,1998-07-30,1998-09-05,TAKE BACK RETURN         ,REG AIR   ,regular accounts integrate brav
2115,19896,704,5,13,23606.57,0.04,0.00,N,O,1998-08-07,1998-08-06,1998-08-13,DELIVER IN PERSON        ,REG AIR   ,into beans. even accounts abou
2116,13005,6,1,2,1836.00,0.00,0.02,R,F,1994-10-16,1994-11-24,1994-11-09,DELIVER IN PERSON        ,TRUCK     ,r theodolites use blithely about the ir
2116,13939,940,2,47,87087.71,0.10,0.06,R,F,1994-09-01,1994-11-18,1994-09-25,COLLECT COD              ,MAIL      ,iously ironic dependencies around the iro
2116,18325,594,3,11,13676.52,0.03,0.05,R,F,1994-09-15,1994-10-21,1994-09-21,NONE                     ,FOB       ," pinto beans. final, final sauternes play "
2117,16454,987,1,36,49336.20,0.10,0.01,N,O,1997-08-06,1997-07-15,1997-08-07,DELIVER IN PERSON        ,SHIP      ,ronic accounts wake
2117,6020,789,2,19,17594.38,0.04,0.00,N,O,1997-07-30,1997-06-18,1997-08-13,DELIVER IN PERSON        ,REG AIR   ,s between the slyly regula
2117,5744,255,3,43,70938.82,0.04,0.03,N,O,1997-06-27,1997-06-12,1997-07-22,DELIVER IN PERSON        ,SHIP      , foxes sleep furiously 
2117,9051,570,4,24,23041.20,0.00,0.07,N,O,1997-06-15,1997-05-27,1997-06-18,COLLECT COD              ,SHIP      ,"thely slyly pending platelets. ironic, "
2117,14678,679,5,3,4778.01,0.02,0.05,N,O,1997-05-05,1997-07-20,1997-05-26,TAKE BACK RETURN         ,TRUCK     ,tes cajole
2117,18,269,6,27,24786.27,0.09,0.08,N,O,1997-06-30,1997-06-27,1997-07-11,TAKE BACK RETURN         ,REG AIR   , the carefully ironic ideas
2118,15956,957,1,24,44926.80,0.10,0.03,N,O,1997-01-06,1996-12-14,1997-01-14,TAKE BACK RETURN         ,RAIL      ,about the slyly bold depende
2118,18328,329,2,4,4985.28,0.08,0.01,N,O,1996-10-25,1996-11-10,1996-11-22,COLLECT COD              ,AIR       ,theodolites affix according 
2118,14439,232,3,11,14887.73,0.05,0.04,N,O,1996-12-23,1996-12-20,1997-01-01,COLLECT COD              ,RAIL      ,y ironic accounts sleep upon the packages. 
2119,10176,697,1,36,39102.12,0.04,0.00,N,O,1996-11-10,1996-10-25,1996-12-03,TAKE BACK RETURN         ,RAIL      ,ly bold foxes. ironic accoun
2144,9148,926,1,33,34885.62,0.00,0.07,R,F,1994-04-04,1994-06-20,1994-04-23,NONE                     ,AIR       , ironic excuses haggle final dependencies. 
2144,5089,345,2,46,45727.68,0.03,0.08,R,F,1994-04-08,1994-04-29,1994-05-07,COLLECT COD              ,SHIP      , foxes haggle blithel
2144,350,851,3,29,36260.15,0.00,0.07,R,F,1994-05-03,1994-05-16,1994-06-01,DELIVER IN PERSON        ,FOB       ,ns wake carefully carefully ironic
2144,15718,719,4,10,16337.10,0.00,0.04,R,F,1994-06-16,1994-05-03,1994-07-05,COLLECT COD              ,AIR       , furiously unusual ideas. carefull
2145,7737,995,1,13,21381.49,0.04,0.05,A,F,1992-11-12,1992-12-13,1992-12-07,TAKE BACK RETURN         ,MAIL      ,alongside of the slyly final
2145,15390,186,2,6,7832.34,0.05,0.01,A,F,1992-10-10,1992-11-29,1992-10-14,NONE                     ,AIR       ,s. fluffily express accounts sleep. slyl
2146,5690,946,1,42,67018.98,0.10,0.01,A,F,1992-09-21,1992-11-02,1992-09-23,NONE                     ,AIR       ,ns according to the doggedly 
2146,15663,929,2,6,9471.96,0.07,0.05,A,F,1993-01-03,1992-10-24,1993-01-24,DELIVER IN PERSON        ,RAIL      ,ing to the requests. dependencies boost 
2146,2437,194,3,14,18752.02,0.03,0.01,R,F,1992-09-16,1992-10-16,1992-09-20,COLLECT COD              ,SHIP      ,"ecial, express a"
2146,2596,353,4,31,46456.29,0.02,0.00,A,F,1993-01-04,1992-10-24,1993-01-15,DELIVER IN PERSON        ,TRUCK     ,lly even deposit
2146,16855,654,5,28,49611.80,0.02,0.05,R,F,1993-01-03,1992-10-17,1993-01-08,COLLECT COD              ,MAIL      ,r accounts sleep furio
2146,7018,790,6,32,29600.32,0.07,0.03,R,F,1993-01-10,1992-10-19,1993-02-05,COLLECT COD              ,TRUCK     ,y regular foxes wake among the final
2146,2428,429,7,39,51886.38,0.07,0.06,R,F,1993-01-05,1992-11-06,1993-01-14,DELIVER IN PERSON        ,TRUCK     ,uickly regular excuses detect. regular c
2147,2877,382,1,50,88993.50,0.04,0.06,R,F,1992-11-18,1992-11-30,1992-11-30,NONE                     ,RAIL      ,"al accounts. even, even foxes wake"
2147,10061,62,2,4,3884.24,0.01,0.04,A,F,1992-09-27,1992-11-15,1992-10-22,NONE                     ,AIR       ,mong the blithely special
2147,4349,858,3,34,42613.56,0.10,0.04,R,F,1992-11-29,1992-11-08,1992-12-22,TAKE BACK RETURN         ,REG AIR   ,egular deposits hang car
2147,1024,527,4,11,10175.22,0.06,0.07,A,F,1992-09-27,1992-11-16,1992-10-16,NONE                     ,AIR       , the fluffily
2148,11594,378,1,21,31617.39,0.09,0.01,R,F,1995-05-28,1995-05-26,1995-06-15,NONE                     ,FOB       ,deposits ag
2149,1822,576,1,12,20685.84,0.05,0.07,R,F,1993-06-01,1993-05-06,1993-06-11,TAKE BACK RETURN         ,TRUCK     ,riously bl
2149,9898,899,2,10,18078.90,0.06,0.01,R,F,1993-06-09,1993-04-17,1993-06-16,DELIVER IN PERSON        ,TRUCK     ,eposits sleep above
2149,4868,377,3,47,83324.42,0.00,0.04,R,F,1993-06-27,1993-05-12,1993-07-11,COLLECT COD              ,AIR       ,hely final depo
2149,12811,336,4,18,31028.58,0.06,0.00,A,F,1993-04-05,1993-05-11,1993-04-23,DELIVER IN PERSON        ,REG AIR   ,uriously final pac
2149,5936,447,5,22,40522.46,0.06,0.04,R,F,1993-05-24,1993-04-23,1993-06-20,TAKE BACK RETURN         ,SHIP      ,ptotes sleep along the blithely ir
2150,7789,304,1,26,44116.28,0.00,0.03,A,F,1994-06-21,1994-08-05,1994-06-23,NONE                     ,TRUCK     ,. always unusual packages
2150,1774,528,2,29,48597.33,0.04,0.03,A,F,1994-09-02,1994-08-04,1994-10-02,TAKE BACK RETURN         ,RAIL      ,y ironic theodolites. foxes ca
2150,10677,198,3,29,46042.43,0.04,0.08,R,F,1994-06-10,1994-07-31,1994-06-26,COLLECT COD              ,RAIL      ,arefully final att
2150,5373,139,4,39,49856.43,0.05,0.02,R,F,1994-07-31,1994-08-17,1994-08-11,TAKE BACK RETURN         ,TRUCK     ,ess accounts nag. unusual asymptotes haggl
2150,18250,251,5,35,40888.75,0.01,0.01,A,F,1994-09-27,1994-08-17,1994-10-13,COLLECT COD              ,RAIL      ,refully pending dependen
2150,634,885,6,12,18415.56,0.09,0.03,A,F,1994-08-27,1994-08-22,1994-09-18,COLLECT COD              ,AIR       ,press platelets haggle until the slyly fi
2151,16695,494,1,23,37068.87,0.06,0.02,N,O,1996-11-20,1996-12-17,1996-11-30,DELIVER IN PERSON        ,AIR       , silent dependencies about the slyl
2151,1448,700,2,29,39133.76,0.00,0.02,N,O,1997-03-04,1996-12-27,1997-03-21,TAKE BACK RETURN         ,SHIP      , bold packages acro
2151,16484,17,3,49,68623.52,0.07,0.01,N,O,1997-01-20,1997-02-09,1997-02-18,NONE                     ,FOB       , packages. f
2151,1767,270,4,28,46725.28,0.10,0.08,N,O,1996-12-11,1996-12-26,1996-12-12,DELIVER IN PERSON        ,AIR       ,y special packages. carefully ironic instru
2176,19022,561,1,38,35758.76,0.02,0.08,R,F,1992-11-29,1993-01-14,1992-12-22,DELIVER IN PERSON        ,REG AIR   ,lithely ironic pinto beans. furious
2176,9414,933,2,14,18527.74,0.00,0.06,A,F,1992-11-17,1993-01-07,1992-12-03,DELIVER IN PERSON        ,SHIP      ,ely ironic platelets 
2176,15947,948,3,25,46573.50,0.02,0.02,R,F,1993-02-23,1993-01-05,1993-03-07,COLLECT COD              ,RAIL      , ruthless deposits according to the ent
2176,14223,752,4,2,2274.44,0.05,0.06,A,F,1993-02-26,1993-01-08,1993-03-23,DELIVER IN PERSON        ,AIR       ,s pinto beans
2177,12857,858,1,45,79643.25,0.02,0.01,N,O,1997-02-11,1997-02-27,1997-02-17,NONE                     ,SHIP      ,. theodolites haggle carefu
2177,13845,109,2,27,47488.68,0.04,0.08,N,O,1997-01-29,1997-03-20,1997-02-04,DELIVER IN PERSON        ,SHIP      ,"even, regula"
2177,8007,266,3,23,21045.00,0.07,0.05,N,O,1997-01-28,1997-03-02,1997-02-13,DELIVER IN PERSON        ,AIR       ,he silent foxes. iro
2177,5494,750,4,34,47582.66,0.05,0.07,N,O,1997-02-03,1997-04-10,1997-02-21,COLLECT COD              ,REG AIR   ,tes are doggedly quickly
2177,5644,410,5,46,71283.44,0.09,0.05,N,O,1997-05-10,1997-02-23,1997-05-28,COLLECT COD              ,RAIL      ,ending asymptotes.
2177,12162,425,6,11,11815.76,0.02,0.04,N,O,1997-03-20,1997-03-07,1997-04-09,DELIVER IN PERSON        ,MAIL      ,gainst the ca
2178,15613,144,1,15,22929.15,0.10,0.01,N,O,1997-03-27,1997-03-10,1997-04-18,NONE                     ,REG AIR   ,l accounts. quickly expr
2178,1581,833,2,27,40029.66,0.01,0.02,N,O,1997-02-26,1997-02-19,1997-03-25,NONE                     ,MAIL      , across the ironic reques
2178,483,234,3,40,55339.20,0.00,0.03,N,O,1997-03-17,1997-02-09,1997-04-15,COLLECT COD              ,RAIL      ,foxes are slowly regularly specia
2178,7764,536,4,3,5015.28,0.07,0.07,N,O,1997-04-07,1997-01-23,1997-04-18,COLLECT COD              ,MAIL      , permanentl
2179,12948,473,1,22,40940.68,0.05,0.08,N,O,1996-11-16,1996-11-03,1996-11-25,DELIVER IN PERSON        ,FOB       ,lphins cajole acr
2179,13806,70,2,20,34396.00,0.03,0.01,N,O,1996-09-30,1996-11-10,1996-10-30,NONE                     ,REG AIR   ,ncies. fin
2179,10337,858,3,5,6236.65,0.03,0.02,N,O,1996-11-09,1996-10-08,1996-11-11,DELIVER IN PERSON        ,REG AIR   ,"ts haggle blithely. ironic, careful theodol"
2179,527,278,4,24,34260.48,0.04,0.04,N,O,1996-10-26,1996-11-05,1996-11-16,COLLECT COD              ,RAIL      , cajole carefully. 
2179,10734,515,5,7,11513.11,0.00,0.02,N,O,1996-10-24,1996-11-14,1996-11-21,TAKE BACK RETURN         ,RAIL      ,gular dependencies. ironic packages haggle
2180,1513,16,1,31,43849.81,0.06,0.04,N,O,1996-10-20,1996-11-21,1996-11-06,COLLECT COD              ,REG AIR   ,n requests are furiously at the quickly
2180,19223,31,2,39,44546.58,0.01,0.00,N,O,1997-01-03,1996-10-29,1997-01-25,NONE                     ,RAIL      ,ep furiously furiously final request
2180,19699,969,3,24,38848.56,0.03,0.00,N,O,1997-01-03,1996-10-24,1997-01-19,NONE                     ,SHIP      ,uriously f
2180,11025,287,4,47,43992.94,0.07,0.02,N,O,1996-09-23,1996-12-08,1996-10-12,NONE                     ,FOB       ,"pending, regular ideas. iron"
2180,14283,76,5,23,27537.44,0.02,0.06,N,O,1996-11-08,1996-10-25,1996-11-28,NONE                     ,TRUCK     ,ggle alongside of the fluffily speci
2180,5414,415,6,48,63331.68,0.09,0.03,N,O,1996-12-30,1996-11-22,1997-01-16,DELIVER IN PERSON        ,RAIL      ,nic instructions haggle careful
2181,17785,786,1,4,6811.12,0.05,0.04,N,O,1995-09-25,1995-11-12,1995-09-28,COLLECT COD              ,FOB       ,tes. slyly silent packages use along th
2181,8780,297,2,46,77683.88,0.00,0.02,N,O,1995-11-28,1995-10-17,1995-12-26,COLLECT COD              ,AIR       ,osits. final packages sleep
2181,9074,75,3,15,14746.05,0.08,0.05,N,O,1995-10-05,1995-10-27,1995-11-03,DELIVER IN PERSON        ,FOB       ,e above the fluffily regul
2181,5467,978,4,28,38428.88,0.04,0.05,N,O,1995-12-21,1995-10-23,1996-01-04,TAKE BACK RETURN         ,AIR       ,s excuses sleep car
2181,9579,580,5,9,13397.13,0.06,0.07,N,O,1996-01-05,1995-12-05,1996-01-08,COLLECT COD              ,TRUCK     ,ward the quietly even requests. ir
2182,13168,958,1,27,29191.32,0.02,0.07,R,F,1994-05-10,1994-07-04,1994-06-04,DELIVER IN PERSON        ,SHIP      ,en platele
2182,18976,781,2,3,5684.91,0.05,0.03,R,F,1994-04-20,1994-07-04,1994-04-24,TAKE BACK RETURN         ,SHIP      ,y bold theodolites wi
2182,9335,595,3,34,42307.22,0.02,0.03,R,F,1994-05-28,1994-06-02,1994-06-10,COLLECT COD              ,MAIL      , slow tithes. ironi
2182,607,358,4,12,18091.20,0.04,0.07,A,F,1994-05-08,1994-06-02,1994-05-09,COLLECT COD              ,REG AIR   ,ments are fu
2182,17887,155,5,37,66780.56,0.06,0.02,A,F,1994-04-08,1994-06-29,1994-04-18,TAKE BACK RETURN         ,TRUCK     ,ges. blithely ironic
2183,7067,325,1,29,28247.74,0.05,0.01,N,O,1996-07-21,1996-08-24,1996-08-15,TAKE BACK RETURN         ,RAIL      ,ly unusual deposits sleep carefully
2183,5110,111,2,25,25377.75,0.06,0.02,N,O,1996-07-06,1996-08-21,1996-08-05,NONE                     ,RAIL      ,he quickly f
2208,5724,235,1,48,78226.56,0.08,0.07,A,F,1995-05-13,1995-06-30,1995-05-20,COLLECT COD              ,MAIL      ,sits. idly permanent request
2208,9680,458,2,11,17486.48,0.08,0.01,A,F,1995-05-06,1995-07-19,1995-05-22,COLLECT COD              ,TRUCK     ,ding waters lose. furiously regu
2208,7339,597,3,41,51099.53,0.08,0.02,N,O,1995-08-18,1995-06-19,1995-09-05,COLLECT COD              ,RAIL      ,"nd the furious, express dependencies."
2208,4235,998,4,50,56961.50,0.07,0.07,N,F,1995-06-11,1995-05-31,1995-06-29,TAKE BACK RETURN         ,FOB       ,al foxes will hav
2208,2957,210,5,43,79977.85,0.03,0.06,A,F,1995-05-10,1995-06-02,1995-06-09,TAKE BACK RETURN         ,MAIL      ,es. accounts cajole. fi
2208,16623,422,6,18,27713.16,0.02,0.08,R,F,1995-06-06,1995-06-10,1995-06-11,TAKE BACK RETURN         ,TRUCK     ,packages are quickly bold de
2208,611,112,7,45,68022.45,0.00,0.08,A,F,1995-05-05,1995-06-10,1995-05-11,NONE                     ,SHIP      ,e fluffily regular theodolites caj
2209,2268,773,1,40,46810.40,0.05,0.01,R,F,1992-11-01,1992-09-25,1992-11-08,DELIVER IN PERSON        ,SHIP      ,ully special sheaves serve
2209,10278,279,2,10,11882.70,0.00,0.02,R,F,1992-09-02,1992-09-24,1992-09-21,DELIVER IN PERSON        ,AIR       ,players. carefully reg
2209,6353,866,3,11,13852.85,0.01,0.01,A,F,1992-07-12,1992-08-24,1992-08-10,DELIVER IN PERSON        ,REG AIR   ,"express, regular pinto be"
2209,18090,359,4,39,39315.51,0.08,0.07,R,F,1992-11-04,1992-09-02,1992-11-11,TAKE BACK RETURN         ,MAIL      ,ly around the final packages. deposits ca
2209,12337,124,5,24,29983.92,0.08,0.06,R,F,1992-08-09,1992-08-18,1992-08-25,COLLECT COD              ,AIR       , along the bol
2209,17742,277,6,7,11618.18,0.09,0.07,A,F,1992-08-18,1992-09-09,1992-09-12,DELIVER IN PERSON        ,AIR       , quickly regular pack
2210,7777,292,1,36,60651.72,0.10,0.00,A,F,1992-03-04,1992-03-24,1992-03-21,DELIVER IN PERSON        ,AIR       , requests wake enticingly final
2211,4783,292,1,25,42194.50,0.04,0.01,A,F,1994-10-09,1994-08-04,1994-11-03,TAKE BACK RETURN         ,RAIL      ,deas. carefully special theodolites along
2211,13978,242,2,40,75678.80,0.09,0.06,A,F,1994-09-30,1994-09-10,1994-10-26,NONE                     ,MAIL      ,posits among the express dolphins
2211,15982,778,3,25,47449.50,0.00,0.07,A,F,1994-08-13,1994-08-17,1994-08-16,NONE                     ,AIR       ,"ly regular, express"
2211,8472,989,4,23,31750.81,0.03,0.02,R,F,1994-10-05,1994-09-13,1994-10-17,DELIVER IN PERSON        ,AIR       ,ependencies 
2211,13431,695,5,3,4033.29,0.02,0.04,A,F,1994-08-28,1994-09-10,1994-09-06,TAKE BACK RETURN         ,SHIP      ,pendencies after the regular f
2211,18619,620,6,18,27676.98,0.05,0.08,A,F,1994-08-31,1994-09-07,1994-09-22,NONE                     ,TRUCK     ,c grouches. slyly express pinto 
2211,7814,72,7,3,5165.43,0.06,0.05,R,F,1994-09-21,1994-08-10,1994-10-19,TAKE BACK RETURN         ,RAIL      ,y slyly final
2212,7081,596,1,18,17785.44,0.07,0.06,R,F,1994-06-22,1994-06-18,1994-06-25,TAKE BACK RETURN         ,FOB       ," cajole. final, pending ideas should are bl"
2213,11716,500,1,20,32554.20,0.01,0.00,A,F,1993-01-21,1993-04-14,1993-01-29,COLLECT COD              ,REG AIR   ,iously express accounts; 
2213,5965,966,2,4,7483.84,0.09,0.05,R,F,1993-04-15,1993-04-15,1993-05-05,COLLECT COD              ,SHIP      , affix carefully furiously 
2213,6955,724,3,1,1861.95,0.05,0.05,A,F,1993-04-25,1993-04-06,1993-04-28,TAKE BACK RETURN         ,AIR       ,s along the ironic reques
2213,17321,856,4,39,48294.48,0.09,0.05,A,F,1993-05-12,1993-04-07,1993-05-23,TAKE BACK RETURN         ,SHIP      ,the blithely 
2213,3798,305,5,43,73176.97,0.04,0.03,A,F,1993-04-18,1993-03-11,1993-05-11,TAKE BACK RETURN         ,RAIL      ,r packages are along the carefully bol
2213,4768,23,6,41,68583.16,0.01,0.00,R,F,1993-01-31,1993-03-31,1993-02-28,COLLECT COD              ,FOB       , carefully pend
2213,6384,153,7,3,3871.14,0.02,0.04,A,F,1993-03-09,1993-03-17,1993-04-07,TAKE BACK RETURN         ,AIR       ,o wake. ironic platel
2214,7563,78,1,27,39705.12,0.04,0.04,N,O,1998-05-31,1998-06-07,1998-06-19,DELIVER IN PERSON        ,REG AIR   ,x fluffily along the even packages-- 
2214,19395,396,2,50,65719.50,0.00,0.02,N,O,1998-07-06,1998-06-16,1998-07-16,TAKE BACK RETURN         ,MAIL      ,accounts. blith
2214,11241,503,3,42,48394.08,0.04,0.08,N,O,1998-05-26,1998-07-13,1998-06-22,COLLECT COD              ,FOB       ,ons. deposi
2214,19539,78,4,22,32087.66,0.01,0.01,N,O,1998-05-30,1998-07-02,1998-06-09,DELIVER IN PERSON        ,RAIL      ,t the blithely
2215,7205,977,1,33,36702.60,0.00,0.00,N,O,1996-07-19,1996-08-10,1996-07-30,COLLECT COD              ,RAIL      ,dolites cajole b
2215,3253,507,2,30,34687.50,0.01,0.00,N,O,1996-08-15,1996-09-10,1996-08-25,NONE                     ,FOB       ,ckages caj
2215,5666,922,3,30,47149.80,0.07,0.03,N,O,1996-09-09,1996-07-20,1996-09-28,COLLECT COD              ,TRUCK     ,against the carefu
2215,14512,777,4,20,28530.20,0.02,0.02,N,O,1996-09-09,1996-08-10,1996-09-19,NONE                     ,MAIL      , unusual deposits haggle carefully. ide
2240,16390,657,1,6,7838.34,0.01,0.00,A,F,1992-06-23,1992-05-17,1992-07-20,COLLECT COD              ,AIR       ,ymptotes boost. furiously bold p
2240,2790,547,2,37,62633.23,0.03,0.07,R,F,1992-03-16,1992-05-31,1992-04-05,COLLECT COD              ,FOB       , quickly after the packages? blithely si
2240,5211,977,3,39,43532.19,0.08,0.06,A,F,1992-05-22,1992-05-10,1992-06-08,NONE                     ,FOB       ,y orbits. final depos
2240,8587,104,4,10,14955.80,0.09,0.00,A,F,1992-05-25,1992-04-14,1992-06-23,DELIVER IN PERSON        ,REG AIR   ,are across the ironic packages.
2240,16053,320,5,29,28102.45,0.02,0.06,A,F,1992-03-29,1992-05-08,1992-04-09,COLLECT COD              ,MAIL      ,lyly even ideas w
2240,8073,74,6,32,31394.24,0.06,0.06,R,F,1992-04-11,1992-04-18,1992-04-22,NONE                     ,MAIL      ,ss thinly deposits. blithely bold package
2240,7751,266,7,24,39810.00,0.04,0.05,R,F,1992-05-13,1992-04-09,1992-05-14,DELIVER IN PERSON        ,FOB       ,ng the silent accounts. slyly ironic t
2241,404,405,1,25,32610.00,0.00,0.08,R,F,1993-08-11,1993-07-23,1993-09-01,DELIVER IN PERSON        ,MAIL      , final deposits use fluffily. even f
2241,19462,1,2,38,52495.48,0.04,0.06,A,F,1993-08-04,1993-07-31,1993-08-06,TAKE BACK RETURN         ,TRUCK     ," silent, unusual d"
2241,9668,187,3,48,75727.68,0.08,0.04,A,F,1993-05-14,1993-07-30,1993-05-26,TAKE BACK RETURN         ,RAIL      ,ss accounts engage furiously. slyly even re
2241,16631,164,4,19,29404.97,0.10,0.00,A,F,1993-06-01,1993-08-05,1993-06-07,TAKE BACK RETURN         ,TRUCK     , are furiously quickl
2241,8149,150,5,2,2114.28,0.04,0.03,A,F,1993-08-16,1993-08-02,1993-08-24,NONE                     ,REG AIR   ,", express deposits. pear"
2241,11541,64,6,22,31955.88,0.02,0.08,R,F,1993-08-13,1993-06-15,1993-08-16,DELIVER IN PERSON        ,TRUCK     ,", ironic depen"
2241,14160,161,7,9,9667.44,0.09,0.03,A,F,1993-05-14,1993-07-12,1993-05-29,NONE                     ,AIR       ,lyly final 
2242,12210,211,1,15,16833.15,0.09,0.08,N,O,1997-08-04,1997-09-21,1997-08-11,COLLECT COD              ,FOB       ,its. carefully express packages cajole. bli
2243,12699,700,1,10,16116.90,0.04,0.06,N,O,1995-07-26,1995-07-18,1995-08-03,NONE                     ,RAIL      ,"express, daring foxes affix fur"
2244,5009,520,1,3,2742.00,0.02,0.02,A,F,1993-04-30,1993-03-15,1993-05-19,TAKE BACK RETURN         ,FOB       , beans for the regular platel
2244,19243,782,2,16,18595.84,0.01,0.06,R,F,1993-02-12,1993-03-09,1993-02-28,COLLECT COD              ,FOB       ,rate around the reques
2245,7567,568,1,44,64880.64,0.03,0.03,A,F,1993-06-12,1993-06-10,1993-06-16,NONE                     ,TRUCK     ,refully even sheaves
2245,7363,878,2,28,35570.08,0.05,0.03,R,F,1993-08-19,1993-07-27,1993-09-04,COLLECT COD              ,TRUCK     ,e requests sleep furiou
2245,8531,790,3,33,47504.49,0.03,0.01,R,F,1993-06-26,1993-06-11,1993-07-17,TAKE BACK RETURN         ,AIR       ,ing to the carefully ruthless accounts
2245,18848,849,4,14,24735.76,0.02,0.04,R,F,1993-05-06,1993-07-21,1993-05-19,DELIVER IN PERSON        ,RAIL      ,nts. always unusual dep
2245,7927,699,5,33,60552.36,0.03,0.07,R,F,1993-06-16,1993-06-05,1993-07-07,NONE                     ,MAIL      , across the express reques
2246,5233,234,1,22,25041.06,0.02,0.01,N,O,1996-07-25,1996-08-03,1996-08-24,DELIVER IN PERSON        ,SHIP      ,ructions wake carefully fina
2246,10309,310,2,43,52429.90,0.07,0.06,N,O,1996-08-25,1996-08-23,1996-09-19,DELIVER IN PERSON        ,AIR       ,ainst the ironic theodolites haggle fi
2246,1716,470,3,11,17794.81,0.10,0.00,N,O,1996-06-21,1996-07-24,1996-07-18,TAKE BACK RETURN         ,TRUCK     ,quests alongside o
2246,16273,72,4,13,15460.51,0.08,0.05,N,O,1996-09-15,1996-07-21,1996-10-08,DELIVER IN PERSON        ,AIR       ,equests. fluffily special epitaphs use
2247,17193,461,1,12,13322.28,0.02,0.07,A,F,1992-09-06,1992-09-18,1992-09-26,NONE                     ,MAIL      ,final accounts. requests across the furiou
2272,8999,1000,1,18,34343.82,0.04,0.00,R,F,1993-08-01,1993-07-06,1993-08-25,NONE                     ,MAIL      ,ons along the blithely e
2272,3347,107,2,40,50013.60,0.07,0.00,A,F,1993-04-25,1993-07-12,1993-05-15,DELIVER IN PERSON        ,FOB       ,lithely ir
2272,5543,799,3,36,52147.44,0.03,0.02,A,F,1993-05-25,1993-05-23,1993-06-09,TAKE BACK RETURN         ,RAIL      ,about the ironic packages; quickly iron
2272,13761,25,4,30,50242.80,0.09,0.07,A,F,1993-07-27,1993-05-15,1993-08-13,NONE                     ,RAIL      ,quests at the foxes haggle evenly pack
2272,7586,358,5,12,17922.96,0.03,0.03,A,F,1993-04-19,1993-05-14,1993-04-23,NONE                     ,RAIL      , accounts cajole. quickly b
2273,18360,897,1,34,43464.24,0.02,0.03,N,O,1997-01-08,1997-02-02,1997-01-23,COLLECT COD              ,MAIL      , furiously carefully bold de
2273,8464,981,2,35,48036.10,0.00,0.05,N,O,1997-01-02,1997-01-19,1997-01-14,NONE                     ,REG AIR   ,arefully f
2273,9414,933,3,8,10587.28,0.00,0.04,N,O,1996-12-15,1997-02-27,1997-01-10,NONE                     ,FOB       ,dependencies. slyly ir
2273,16090,889,4,20,20121.80,0.06,0.04,N,O,1997-03-05,1997-02-25,1997-04-01,NONE                     ,RAIL      ,cuses. quickly enticing requests wake 
2273,16103,902,5,18,18343.80,0.07,0.00,N,O,1996-12-16,1997-01-21,1997-01-03,COLLECT COD              ,TRUCK     , beans. doggedly final packages wake
2273,15437,233,6,16,21638.88,0.10,0.03,N,O,1997-01-10,1997-02-03,1997-02-01,TAKE BACK RETURN         ,RAIL      ,furiously above the ironic requests. 
2273,1950,951,7,7,12963.65,0.05,0.05,N,O,1997-02-19,1997-01-22,1997-02-21,TAKE BACK RETURN         ,TRUCK     ,ts. furiou
2274,1104,356,1,18,18091.80,0.04,0.03,R,F,1993-09-06,1993-12-03,1993-09-22,COLLECT COD              ,SHIP      ,usly final re
2274,11051,574,2,23,22127.15,0.04,0.03,R,F,1993-10-28,1993-11-03,1993-11-05,NONE                     ,MAIL      ,kly special warhorse
2274,12880,881,3,18,32271.84,0.03,0.06,R,F,1993-09-28,1993-11-22,1993-10-12,DELIVER IN PERSON        ,SHIP      , express packages. even accounts hagg
2275,3319,826,1,30,36669.30,0.08,0.05,R,F,1993-01-10,1992-11-21,1993-01-22,NONE                     ,REG AIR   ,re slyly slyly special idea
2275,9040,559,2,11,10439.44,0.08,0.03,A,F,1993-01-16,1992-12-10,1993-01-25,COLLECT COD              ,REG AIR   ,ost across the never express instruction
2276,11819,603,1,5,8654.05,0.07,0.08,N,O,1996-05-09,1996-06-18,1996-05-13,DELIVER IN PERSON        ,FOB       ,ias instea
